Account No,clv
242218612,135.97587914810623
245198540,2087.8655552793402
245690309,1849.1551181773093
246753533,119.61349961235821
248142083,78.9704784284637
248625662,155.07047156569303
248658670,135.97587914810623
250895529,148.35009039330856
250957494,
252419513,142.56703402557122
252701364,
252760664,1161.204816218153
254018059,222.53530558928676
254853117,881.9673817123504
255814263,1443.1877203793467
256002321,1106.1049505880515
256045540,
257633312,287.977069958115
258201793,1197.2802495772926
259015404,2432.3868457480844
261793952,547.2166403554958
263882093,
264208990,102.14781829733549
264550521,2973.7998710916672
266777719,119.26086544820184
270374623,1902.223038929723
272538745,188.92782878136998
274818272,425.4684625425752
277562576,258.94871244096
279149837,545.8345016088098
280130290,366.0146584935522
280200287,37.676657110141164
280268430,747.7246461478547
280990953,508.69167477559347
282046994,40.043648704342
282102606,193.98488624286952
282837512,1147.8268446623629
283027736,498.24995250542315
284161641,172.58362041985671
284905540,368.3807727611587
285115279,177.18253501947356
285220959,1315.5807134369195
285428103,461.85506661271074
285873880,644.5430648977264
286484726,100.34852648113775
287230540,308.4652016496109
287480331,1446.148914292173
290751280,10.267954094171799
290818242,1046.8704887152762
291128777,2.5343679176399423
291580432,98.62650438925654
293609137,135.97587914810623
294474095,
296770890,31.76094896185812
297823329,208.25158044958673
298000165,473.66866437414353
298007503,1954.0180547761456
303843160,934.1766791369269
304455868,211.89939759838816
305778936,2601.91950135659
308068836,0.6426265934410493
308505160,1464.1334538805747
310171581,
310375875,1769.2744092011094
310620484,920.5997838937507
310740977,187.0761326212464
315078351,608.1628128540065
315546581,1162.2128449548472
316793091,406.1287679990744
317161035,0.040823123907689655
321372947,0.5057376688505418
322221939,1387.6473904004615
322720763,651.2397019113105
324046160,
324224854,1606.1790610697096
329840194,221.6101995272412
331048953,454.53298783055925
331450202,1892.941238424506
333054026,572.6087798781174
335698481,0.005202190028181529
336171116,137.1253500539205
336557504,2421.346340459398
337771621,
338022396,104.72963341744358
339791565,3.889953560421615
340295966,32.15878500417997
340321732,135.97587914810623
340680761,168.87931072815118
344219145,422.89376397044265
344843570,375.3860321041545
345582855,1.1152907333428048
346874167,148.02130140711202
347110339,99.04123127809085
348325817,1097.7120739128802
348460748,82.99024586448266
348525881,526.786978900006
349107386,
349614277,371.7179573161312
350921975,107.33771585047671
352291960,
352899149,555.1971394702446
354894456,264.4623712551546
355602925,679.4892239219503
355733816,2584.415822165225
355940285,565.8686706211244
357651163,
358836279,22.113164291383672
358846516,461.5803366318847
361201224,1584.1831539336604
361955473,
364357875,1380.572305584098
365608668,440.21443077100946
366477356,246.33091231162703
366550080,1795.7849544628634
370521542,1327.959196756486
370757362,524.0017301186687
373163757,886.7403114405333
373875019,334.12323901224727
376271050,474.3942254981828
380228542,28.385732892892985
380911501,4.388608022635277e-08
382862215,108.63958235232901
383345285,86.27848601767911
383625050,1242.400872456224
383833857,1252.4969071645526
384497904,0.2171951016017679
385685918,135.97587914810623
386277162,707.9778454432742
386729293,662.4146700747199
387957305,166.04300937397613
388862238,447.018989485078
390747457,152.35764861257772
391688371,76.63605265720028
392270893,587.6738019404773
392790315,1.530187953986995
395284483,126.46714658444654
395654270,9.847134675833608
398429109,1129.3942342172952
399144202,2603.4023578097954
399538448,514.6148544082444
401293808,135.97587914810623
403383649,134.9074519768575
403765849,
403902116,327.6256535188678
405416860,250.56012504061604
405945930,553.5112039581588
406862520,6.758222771831262
407574996,2166.420869966572
408057540,2312.699084317623
409370545,1133.5966837607998
409971170,1517.107057312672
413557825,258.88664573947335
414454079,168.6701049869212
414805878,1580.1727014229612
416060965,444.1063860988586
417850087,1932.3639061171962
418717120,
419084831,
419550103,584.2527441513972
420109571,161.1642402807888
421475159,135.97587914810623
421881811,1379.4165137606358
422955974,991.9743863928182
423208402,223.35415379873075
424927189,425.26995548852346
425964226,544.8759189222592
426466211,5.230671258779316
427909748,460.5054209773013
429556122,234.5558986488807
430910686,473.03384094892454
433837402,712.1117790954099
433917275,1745.7331083222612
435313070,201.0440992991096
435984758,1157.1734345483992
436430134,0.1967796081148482
441142605,514.2543353914406
441274121,1777.7126929189578
442070890,885.9647990370989
442079728,464.07442269119133
444371478,189.96299902472668
444428189,617.7240248010536
445240363,61.929362923503454
446720287,
448004226,647.903279839664
448279144,482.9589648117676
449387287,343.9740659571288
449871732,1268.304918369948
450896297,2070.1442503654484
454129843,674.2137203874397
454356905,876.666989029565
455052690,280.3068930294285
455831435,6.69476558446407
456221621,
456246119,740.651837046574
460463595,234.55189515947615
461029994,441.93201444646456
461990622,492.8703236427066
462962606,357.8382346291321
466649401,1714.149237731754
469330905,280.82539759235203
469561218,135.97587914810623
471897866,1849.2233206937346
472213568,1.4681861396557017
472995101,303.94750715835846
473820682,1641.9800446673114
474301748,120.7469174833813
474951915,
475117511,1536.3652533666811
475277431,884.2066204564526
477216513,205.22548905892708
478412511,290.7470357207516
478651121,135.97587914810623
478986718,141.69199053992344
479366718,249.04359784700353
479456865,256.22947931517575
480198977,578.4396869246002
480557476,1849.5831647020236
482513594,2356.54801523066
486495235,212.90429996968908
487051121,307.8677594472152
489964679,2344.7337345919022
490790931,180.51379699677932
490868147,55.64559997529171
491392945,495.94938856199747
492058070,958.625668232326
492215823,2227.0556893623707
492850697,334.40601516130374
493571342,143.3029839396283
493640090,169.83212237146017
494156462,135.97587914810623
494156986,63.11839687918529
494404688,5.321919233589542e-05
494789005,673.9020425928704
494977194,148.40501873708016
496395938,1701.9056832009207
496674181,13.262131172167669
496865819,1504.6445133245124
497772347,485.8767804717543
497809732,2.7314254183115296
499410772,
500043411,2156.442524229403
500051919,630.4448337750496
500843551,674.5237428334042
503575533,440.9848891258862
504055745,726.8482502720127
506618547,1939.658047092009
508518911,158.99814786763474
509627909,167.22549069656225
510101371,1120.7591319549636
511179916,908.8793697051854
512989907,
514362267,1960.1745227687677
516051449,861.5266535832852
517190750,24.642091330101405
518378868,135.97587914810623
518474507,1572.2327823784083
518746136,147.14811551307255
519644021,1923.4352132255747
519649533,433.7279822866302
519933553,375.3798475778346
519935524,3.984448052515893e-08
520239952,153.3334024312152
520418719,98.64934628518225
520447032,1007.2599650192873
521611005,145.609847831554
522188082,2682.965816850172
524425303,135.97587914810623
525524239,190.72563455198554
527842638,298.9640786477996
531186970,414.0391794708634
532478725,2681.507688298607
532525712,135.97587914810623
534097839,127.76583573137076
534204159,1395.4174221886901
534325901,1019.1233300859567
534583529,3232.4061085811395
535273662,135.97587914810623
535744551,697.9830836762538
535804582,
536924114,374.3555189180054
537487133,73.12999861873298
538003940,934.0168828039956
540159353,877.6971678041181
541639148,3391.4543887542886
546296727,358.7809256161405
547010927,2167.7907491111428
548549094,
548638376,6.441662076155701
548907062,337.7555888553588
549414742,2799.091290586172
550169791,2329.7946842561532
550644516,135.97587914810623
550832673,261.08986940015967
551196328,411.7094624828976
551755686,1066.538007340056
552980092,165.26759429036704
553734946,448.158277624853
554771381,
554792076,994.7383185723454
555804115,169.1447975389108
556631012,309.0921530824365
556992209,779.2626572762786
558119802,2033.866550076134
558875206,523.9382086781526
559995067,981.0767417791592
564214408,208.7152365589991
564744955,135.97587914810623
570269025,702.1094439060436
570323670,524.7782939518258
570410059,5.152240430374704
570575024,135.97587914810623
572136270,
572333122,
572384506,1157.5612524965825
574548998,184.0683256419528
575652395,559.1200767552457
576188756,
578131296,303.63083673661424
581618317,178.84399149437044
581655972,2845.0410466129797
583558311,
583579399,344.3503163314945
585133606,487.62968159320826
585596026,270.3787358249303
585625048,287.214579361817
586041848,165.04775909530005
586315521,2190.0554207785194
587202562,383.58810590139035
587225252,5712.695074345862
588565416,480.3022478675241
596171893,2033.988478157837
596328017,222.18379330939382
596463612,
598586358,2.649808021036384
598793068,512.7275431346351
600185455,154.01973774432463
600585971,127.14169274652441
601627384,782.3552930122098
603375739,1189.8557403778464
603721739,568.2371501026706
604288474,1751.9250157666045
604334058,261.55707153960157
604870380,0.00014153851393344766
605116158,318.487359370378
605711527,193.5105571729368
609939116,1151.0044513197843
610450243,49.05580887000456
610645022,63.23265330571725
612304466,4.614800149396208
613427466,1139.713313958528
613729471,2533.846972366467
615144184,371.10015509068813
616924659,135.97587914810623
618138606,102.85033293136718
618514666,665.3758329085106
620227043,0.27395256227038967
621181115,169.60699154205028
621652856,376.5668100795931
623156843,393.05104678717066
624500124,1025.5978039487118
624563756,201.51995021708348
625281433,0.059333809657309326
625658193,24.33731993194689
626989363,280.57275442584074
627622066,484.5046793431665
627723633,131.65701773042
627917561,287.77576580202543
627936697,534.768666853475
628470485,1612.4134947487532
629078930,438.15933888912645
630691258,19.686029381375093
631111289,274.84757249105826
631744379,
632065391,
633345190,1997.2333253320426
635679314,127.76583573137076
637433131,193.8596423551367
637649383,391.67299050683437
639409800,1103.8772658456953
639420537,172.99732260680761
639549973,580.2249954464363
641376155,86.43207952302811
641764023,30.74253370180003
642015139,277.51676190377725
642924505,278.2156750135043
643610517,
644751433,135.97587914810623
647472692,1142.7733238206383
647936800,1607.4494836289552
648644594,76.54339305332626
651372390,
651756497,1919.8293031392327
652048867,166.39031158060985
653640811,653.8211509453769
653667523,968.8722491037398
654329190,0.4289405270112786
655368335,1145.5646548812524
655450953,4.1934075327430085
655730067,256.8401514958292
656317661,835.1769829059687
656389634,84.4537735180864
656781737,135.97587914810623
656812046,3.035587641319256
657139925,949.7076050616091
657528784,253.41780515962358
659008214,0.041031944002744805
659415300,114.85166703730009
660561861,142.6452398844282
660874296,518.0245843363643
661295096,475.9255449102474
662610817,4.292309736331565
663479159,1888.1864096105146
666952234,1.1083399392278492
667367404,1415.5475092809693
668175891,1062.0256309455394
668329719,1003.3567720751394
668692488,481.06693021044725
669503912,186.21961375936115
670102069,1431.914388645295
671824917,
672913754,1092.559303868369
672994751,420.10212783653833
673025413,10480.13703589651
673818591,201.40832192110946
675231808,1918.5392895512311
675398089,0.005138707484265987
675806859,1517.2269990840514
678330503,2220.480884682539
678851253,2698.093372086324
679662108,2088.682975381801
679911053,1136.996698400167
679943657,
680773155,1155.648264374291
681955876,23.7396870567675
682194230,1.271832193228134
683078800,1029.7010709098606
683319988,1683.2229936697977
684988568,431.1058818147624
685959099,162.31057634380446
687135796,1848.6128973504453
688328251,330.1569382047269
688712152,216.35317926471828
690523499,646.353890180226
690941877,0.29853974183154586
690958123,735.915254272189
691012931,
691789577,
691843653,135.97587914810623
695607232,159.13831074209236
696333897,108.7181384635142
696758548,
697140785,152.3064577596355
698076160,605.3493337685296
698955014,254.54431288402782
699139822,1540.758111461398
699313649,
699997811,962.9517955801557
700138124,414.87997058167315
703478110,1179.6133313456498
703588001,341.6193777977044
704517789,1855.0105631985462
705848712,1322.4920150539128
706250160,1348.6200567408937
709142813,628.6183236415073
709151315,162.92284604421886
709608057,946.6682179741932
709632525,
709935470,64.87675413570517
711045550,2615.90465646104
711140907,171.67628628755506
712474734,
713057426,233.9524313852422
713641917,1064.4909540365697
718058208,1599.8577744880135
719586818,881.764507595657
719742742,0.10439610410990745
720742759,805.2457293544526
722358036,135.97587914810623
722971557,206.0489159381125
726913482,
727417797,282.3614504932575
730002588,1299.1007639288189
734161378,2.2283474842200373
736340277,1588.56708911343
737537711,8.779805096416142
737547541,0.014807038850662448
738958551,920.8965325921998
741269136,379.64112002913384
741903302,1003.507235349149
742223719,401.58806096892
743630833,716.8633076155518
744211756,135.97587914810623
744968736,42.551331100144075
749371623,
749378808,2488.229730831055
750094757,33.38101623619567
750898750,135.97587914810623
752362502,2288.439898688634
753525749,0.2482162885384288
754141345,165.4104062274907
757115616,984.6033451655892
758160963,1401.831748719135
760704118,267.2373314883533
760753808,255.18825538740742
761272540,
762859681,672.8252240614386
762896656,
764450279,176.04550899209258
766812921,89.50016256457464
766941757,1813.167469871154
767447966,66.58040953968663
768271776,135.97587914810623
769311479,1156.287410953759
769319491,784.5513506839492
771125520,226.1573043713685
773633520,128.5315902973723
775790822,135.97587914810623
776108637,88.02203839768718
776431321,1040.5862844118956
779236304,169.81041834058243
779376323,368.8245700313003
779816907,160.17887365171356
779946617,1048.305300302395
780463728,
780859359,411.1887526564038
781554833,62.17207941270347
782013626,189.4859083217493
782058249,2.593631995575031
783650950,17.455636414032288
785210466,1418.2313419706052
785749304,2465.030031667631
786141370,139.62580235833195
786879739,1.3565183809035339e-06
786927378,
788740658,1084.889801216294
792845450,312.1482884632631
793781222,1443.0849991280702
795847804,1900.9385844374021
796709231,32.73076007092856
797184978,4.369304064895726
799286313,
799453072,23.82155342895845
799861885,182.79319488356109
802697323,1151.959637531433
804317849,0.12855641018166258
806358207,3735.041305280464
807098817,170.54505814739812
809499628,1889.8881914911024
812012103,135.97587914810623
812692024,190.6511121184947
812839908,164.56461366283156
815385232,1606.3081403271856
815993333,930.8855219988884
817294757,117.97259941150448
818552503,135.97587914810623
819515373,622.2963269658305
820686957,135.97587914810623
821971408,835.0274904494298
822135975,2439.3950054210086
822250278,4432.069298834935
822718326,809.63613427873
823208989,11.414491464285717
824218857,3.5070511058995666
824916823,1545.1484532959023
826597014,305.36438005927556
828532554,530.5832137559692
828750680,534.4861303524686
829914501,1392.8949836836941
832564361,2184.8270693770924
833499132,920.3620655970311
833899961,1871.9000108165033
834383043,758.0464258520972
834581602,642.417002796595
835736339,260.2432550397027
835829467,21.10858047008901
836110591,1701.3898755072773
836655156,178.9107837144668
837876918,158.43543722866704
838830098,162.95044152667737
842682241,794.4685595659989
843537309,261.6599565835271
844206657,244.09999052851077
844835978,1004.6679213874086
846550094,609.148764796903
848118081,147.42099581828478
849096144,442.2047786065536
850290152,171.33821576104236
851181128,1571.4853935794142
851649498,1984.1861216517914
853907490,2140.724362216303
854513972,819.1099671840136
854895960,261.5419397581279
855129444,5.088407568453103
856147482,
856461967,127.76583573137076
856957948,416.9716992378511
857455726,354.65818504694596
857754342,424.4941072066638
857997794,447.939117291003
858560423,422.0254642693537
858989281,2705.4814805715364
859264768,381.8281990806985
859603181,902.0332815130547
860360312,
865748375,450.3713889719381
866941383,812.215677921182
867987292,1320.8253397236347
868014990,2.396567333490448
868033067,135.97587914810623
868377987,237.04127199575203
871200314,263.4678790433887
871866387,856.847990101151
872286364,
873693307,1345.3579017096888
873701090,1369.4283602775072
874431242,1751.4008701849348
874506295,
876890798,442.76183804104846
878989510,
879091637,1.87360010158293
880546403,179.25150359087687
885259672,1162.048185527946
886837068,449.8925827231905
886921642,1266.8948123719667
887156614,135.97587914810623
887853850,2531.160286196315
889916166,12.253761326580081
890196840,5.814883815772201
890567652,
890830949,135.97587914810623
891513205,1.9338621438328858
891716230,479.2203683554645
892354433,228.45817736614248
893134725,327.94224339354446
895331556,419.6772534268831
895750759,563.9627160744812
896821055,1483.0096437215284
897592348,760.0101328296155
897714622,1000.5028523114892
898104045,151.53073859678324
899692478,8.004032563353213
899742927,1553.450438899771
899983008,
901037631,5.481062365032714
901432314,1146.9786854718257
902798190,239.79628214702876
903468956,972.1978097583583
903663593,837.7629904028483
903953091,855.3394392988664
904154012,1486.527987099429
905860285,1383.1058699904636
907987693,135.97587914810623
909669130,186.00461715525458
909676212,913.1987539537095
910730524,858.7124122901439
912584712,5276.167519265132
912705941,1556.727150735884
913127700,168.91607946977985
913801979,208.9259501702753
914806976,706.1799803827928
915666111,
916225911,
916270283,199.9177849586448
918160369,135.97587914810623
918772878,767.4046925451461
919185264,1012.6117009475736
920031185,147.17797017238854
920830317,214.80404995738726
923322792,317.4998478668907
924045955,684.9138297781061
925037906,472.1502614546835
925659248,
929044080,317.2207734789972
930271460,
930277104,742.9907428637375
933491926,762.6166879631239
933745726,319.1963971317313
936813994,
938992364,23.135788638017246
939972497,623.1728883264642
940569402,1076.987405468665
941285623,1512.5835347728912
943329213,646.3708401544942
943829984,146.48171440748635
945054126,214.93607552774193
948558249,431.8790577070496
949032480,1478.1054090423052
950234174,1583.3191127260627
951817450,1714.8372183428326
952921898,
954263768,135.97587914810623
955035930,299.2739951017052
956717493,274.58772492952147
957821152,282.50479358775004
960208650,843.6662649435133
961077907,86.20139846928534
962295212,
964702094,221.02100037936043
964913066,135.97587914810623
965038148,8.981593395481973
967989787,
969697937,1.591984691352149
969804197,135.97587914810623
970298834,1022.1179752937044
971010829,1250.3849051027382
971129830,155.66528867575556
973086490,1187.3718018462191
973388795,250.69409143026851
975200042,883.5362918785193
975345315,230.91230506214177
977899503,1279.3436566396354
978410962,1.0256114895438924
978951113,268.6355102918177
979122276,1118.5387389996517
979135922,12.497660810833237
979892433,70.6750408145563
980500334,20.074423415350502
982286721,1.9605282992885613e-09
984783496,1227.2088407267847
985188462,702.7216270322018
986267641,636.958223975246
986774156,1487.1614801933342
987163717,1211.881689950885
987229118,463.8098694326841
987390838,5.438697238568238
987656636,2535.7974752859964
989506909,
990461108,1445.988730461378
992204045,2376.0853517227943
993039226,
993238248,
993663752,135.97587914810623
994214354,1988.2297673965995
996042490,377.48137703428864
998390769,26.251956243102
998405607,
999752672,333.99685259479963
